x,poly4
0.06474709408364643,245.10816339954195
0.06559376479989171,244.37831858274598
0.06644043551613699,243.6397428002356
0.06728710623238227,242.8924695326418
0.06813377694862749,242.1365326866016
0.06898044766487277,241.37196659475867
0.06982711838111805,240.59880601576296
0.07067378909736327,239.81708613427094
0.0715204598136086,239.02684256094523
0.07236713052985383,238.2281113324552
0.07321380124609905,237.42092891147635
0.07406047196234439,236.6053321866905
0.07490714267858961,235.78135847278628
0.07575381339483483,234.9490455104583
0.07660048411108017,234.10843146640764
0.07744715482732539,233.25955493334206
0.07829382554357073,232.40245492997528
0.07914049625981595,231.53717090102788
0.07998716697606117,230.6637427172265
0.08083383769230651,229.78221067530413
0.08168050840855173,228.89261549800062
0.08252717912479696,227.9949983340617
0.08337384984104229,227.08940075823952
0.08422052055728751,226.17586477129322
0.08506719127353274,225.2544327999876
0.08591386198977807,224.32514769709425
0.0867605327060233,223.38805274139122
0.08760720342226863,222.4431916376625
0.08845387413851385,221.49060851669918
0.08930054485475908,220.53034793529818
0.09014721557100441,219.56245487626282
0.09099388628724964,218.5869747484033
0.09184055700349486,217.60395338653578
0.0926872277197402,216.61343705148275
0.09353389843598542,215.61547243007362
0.09438056915223064,214.61010663514372
0.09522723986847598,213.59738720553474
0.0960739105847212,212.57736210609528
0.09692058130096654,211.55007972767973
0.09776725201721176,210.5155888871493
0.09861392273345698,209.4739388273715
0.09946059344970232,208.42517921721986
0.10030726416594754,207.36936015157505
0.10115393488219276,206.30653215132352
0.1020006055984381,205.2367461633581
0.10284727631468332,204.1600535605786
0.10369394703092855,203.0765061418907
0.10454061774717388,201.9861561322064
0.1053872884634191,200.88905618244473
0.10623395917966444,199.78525936953034
0.10708062989590966,198.6748191963949
0.10792730061215489,197.55778959197622
0.10877397132840022,196.43422491121822
0.10962064204464544,195.3041799350718
0.11046731276089067,194.16770987049395
0.111313983477136,193.0248703504478
0.11216065419338123,191.8757174339034
0.11300732490962645,190.7203076058369
0.11385399562587178,189.55869777723066
0.11470066634211701,188.39094528507403
0.11554733705836234,187.217107892362
0.11639400777460757,186.03724378809667
0.11724067849085279,184.85141158728615
0.11808734920709812,183.6596703309447
0.11893401992334335,182.46207948609361
0.11978069063958857,181.2586989457602
0.1206273613558339,180.04958902897798
0.12147403207207913,178.8348104807874
0.12232070278832435,177.61442447223487
0.12316737350456969,176.38849260037318
0.12401404422081491,175.15707688826188
0.12486071493706025,173.9202397849666
0.12570738565330547,172.67804416555967
0.1265540563695507,171.43055333111934
0.12740072708579603,170.17783100873052
0.12824739780204125,168.91994135148482
0.12909406851828648,167.6569489384797
0.1299407392345318,166.38891877481925
0.13078740995077703,165.11591629161416
0.13163408066702237,163.83800734598114
0.1324807513832676,162.55525822104372
0.13332742209951282,161.26773562593135
0.13417409281575815,159.97550669578015
0.13502076353200337,158.67863899173284
0.1358674342482486,157.37720050093807
0.13671410496449393,156.07125963655102
0.13756077568073916,154.76088523773376
0.13840744639698438,153.44614656965402
0.13925411711322971,152.12711332348624
0.14010078782947494,150.80385561641154
0.14094745854572027,149.47644399161683
0.1417941292619655,148.1449494182962
0.14264079997821072,146.80944329164947
0.14348747069445605,145.46999743288282
0.14433414141070128,144.1266840892096
0.1451808121269465,142.77957593384872
0.14602748284319184,141.42874606602578
0.14687415355943706,140.07426801097307
0.14772082427568228,138.71621571992884
0.14856749499192762,137.35466357013772
0.14941416570817284,135.98968636485137
0.15026083642441818,134.62135933332695
0.1511075071406634,133.24975813082887
0.15195417785690862,131.87495883862738
0.15280084857315396,130.497037963999
0.15364751928939918,129.11607244022736
0.1544941900056444,127.73213962660195
0.15534086072188974,126.3453173084184
0.15618753143813496,124.95568369697958
0.1570342021543802,123.5633174295941
0.15788087287062552,122.16829756957681
0.15872754358687075,120.77070360624982
0.15957421430311608,119.37061545494062
0.1604208850193613,117.96811345698403
0.16126755573560653,116.56327837972057
0.16211422645185186,115.15619141649717
0.16296089716809709,113.74693418666787
0.1638075678843423,112.33558873559234
0.16465423860058764,110.92223753463675
0.16550090931683287,109.50696348117424
0.1663475800330781,108.08984989858378
0.16719425074932343,106.67098053625061
0.16804092146556865,105.25043956956718
0.16888759218181398,103.82831159993135
0.1697342628980592,102.40468165474817
0.17058093361430443,100.9796351874287
0.17142760433054977,99.55325807739018
0.172274275046795,98.12563663005685
0.1731209457630402,96.69685757685892
0.17396761647928555,95.26700807523287
0.17481428719553077,93.83617570862219
0.1756609579117761,92.40444848647599
0.17650762862802133,90.97191484425046
0.17735429934426655,89.53866364340786
0.1782009700605119,88.10478417141653
0.1790476407767571,86.67036614175194
0.17989431149300233,85.23549969389543
0.18074098220924767,83.80027539333472
0.1815876529254929,82.36478423156433
0.18243432364173812,80.92911762608483
0.18328099435798345,79.49336742040302
0.18412766507422867,78.05762588403275
0.184974335790474,76.62198571249357
0.18582100650671923,75.18654002731202
0.18666767722296446,73.75138237602054
0.1875143479392098,72.31660673215801
0.18836101865545501,70.88230749527028
0.18920768937170024,69.44857949090887
0.19005436008794557,68.01551797063198
0.1909010308041908,66.58321861200449
0.19174770152043602,65.15177751859729
0.19259437223668135,63.72129121998752
0.19344104295292658,62.29185667175943
0.1942877136691719,60.86357125550291
0.19513438438541714,59.43653277881481
0.19598105510166236,58.01083947529805
0.1968277258179077,56.58659000456178
0.19767439653415292,55.16388345222211
0.19852106725039814,53.742819329901074
0.19936773796664348,52.323497575227165
0.2002144086828887,50.90601855183566
0.20106107939913392,49.49048304936771
0.20190775011537926,48.07699228347094
0.20275442083162448,46.66564789579989
0.20360109154786982,45.25655195401475
0.20444776226411504,43.84980695178284
0.20529443298036026,42.4455158087773
0.2061411036966056,41.043781870677726
0.20698777441285082,39.64470890917063
0.20783444512909605,38.24840112194836
0.20868111584534138,36.854963132709734
0.2095277865615866,35.464499991160395
0.21037445727783183,34.07711717301181
0.21122112799407716,32.692920579982065
0.21206779871032239,31.312016539795934
0.21291446942656772,29.934511806184034
0.21376114014281294,28.56051355888409
0.21460781085905817,27.190129403639524
0.2154544815753035,25.82346737220029
0.21630115229154873,24.460635922323306
0.21714782300779395,23.101743937771218
0.21799449372403928,21.746900728313157
0.2188411644402845,20.396216029725274
0.21968783515652973,19.049800003789308
0.22053450587277507,17.707763238293687
0.2213811765890203,16.370216747033638
0.22222784730526562,15.03727196980995
0.22307451802151085,13.709040772430782
0.22392118873775607,12.385635446710026
0.2247678594540014,11.06716871046784
0.22561453017024663,9.753753707531601
0.22646120088649185,8.445504007734328
0.2273078716027372,7.142533606915379
0.2281545423189824,5.844956926921284
0.22900121303522775,4.552888815604106
